"education_center_id","education_center_type_id","name_eng","name_ar","lat","long","established_on","overall_performance_en","overall_performance_ar","inspection_year","curriculum_en","curriculum_ar","area_en","area_ar","student_count","bg_color_code","image_thumb_url","image_small_url","image_large_url","image_med_small_url","address","address_ar","pobox","telephone","fax","mobile","web_address","email","inspection_report_pdf_link_en","hep_quality_assurance_en","hep_quality_assurance_ar"
"10","1","Al Rashid Al Saleh Private School","مدرسة الراشد الصالح الخاصة","25.23848600000000000000","55.31475300000000000000","1973-09-16T00:00:00","Good","جيد","2023-2024","  Ministry of Education","  وزارة التربية والتعليم","OUD METHA","عود ميثاء",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/10T.jpg","https://www.khda.gov.ae/SchoolImage/10S.jpg","https://www.khda.gov.ae/SchoolImage/10L.jpg","https://www.khda.gov.ae/SchoolImage/10MS.jpg","315-135","315-135","4458","97143376126","","","www.alrashed-alsaleh.com","principal@alrashed-alsaleh.com","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113808","",""
"68","1","Al Sadiq Islamic English School","مدرسة الصادق الاسلامية الانجليزية ش.ذ.م.م","25.26589700000000000000","55.38576400000000000000","1989-05-15T00:00:00","Acceptable","مقبول","2023-2024","  UK","  بريطاني","AL QUSAIS FIRST","القصيص الأولى",null,"#c2c5cb","https://www.khda.gov.ae/SchoolImage/68T.jpg","https://www.khda.gov.ae/SchoolImage/68S.jpg","https://www.khda.gov.ae/SchoolImage/68L.jpg","https://www.khda.gov.ae/SchoolImage/68MS.jpg","233-143","233-143","16196","97142634083","","","www.alsadiqschool.com/","principal@alsadiqschool.com","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109751","",""
"152894","1","Al Salam Community School L.L.C","مدرسة السلام كوميونيتي ش.ذ.م.م","25.25951957702640000000","55.38159942626950000000","2019-10-10T00:00:00","Good","جيد","2023-2024","  UK","  بريطاني","AL TWAR SECOND","الطوار الثانية",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/152894T.jpg","https://www.khda.gov.ae/SchoolImage/152894S.jpg","https://www.khda.gov.ae/SchoolImage/152894L.jpg","https://www.khda.gov.ae/SchoolImage/152894MS.jpg","18th Street, Al Quds Street","شارع القدس، شارع رقم 18","48231","97142215554","","","www.alsalamcommunity.ae","registrar@alsalamcommunity.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113484","",""
"43","1","Al Salam Private School","مدرسة السلام الخاصة","25.28867530822750000000","55.36948013305660000000","1989-12-01T00:00:00","Good","جيد","2023-2024","  UK","  بريطاني","AL NAHDA SECOND","النهدة الثانية",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/43T.jpg","https://www.khda.gov.ae/SchoolImage/43S.jpg","https://www.khda.gov.ae/SchoolImage/43L.jpg","https://www.khda.gov.ae/SchoolImage/43MS.jpg","241-150","241-150","5251","97142679594","","","www.alsalamschool.ae","principal@alsalamschool.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=110061","",""
"3","1","Al Shurooq Private School","مدرسة الشروق الخاصة","25.21309700000000000000","55.25530000000000000000","1986-12-01T00:00:00","Good","جيد","2023-2024","  Ministry of Education","  وزارة التربية والتعليم","JUMEIRA FIRST","جميرا الأولى",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/3T.jpg","https://www.khda.gov.ae/SchoolImage/3S.jpg","https://www.khda.gov.ae/SchoolImage/3L.jpg","https://www.khda.gov.ae/SchoolImage/3MS.jpg","332_0763","332_0763","11656","97143442026","","","www.shoruq.sch.ae/","aps@shoruq.sch.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111724","",""
"500721","1","Ambassador International Academy L.L.C","اكاديمية امباسادور الدولية ذ.م.م","25.14459037780760000000","55.24818038940430000000","2019-09-08T00:00:00","Good","جيد","2023-2024","  International Baccalaureate - UK* - UK/IB","  بكالوريا دولية - بريطاني* - بريطاني/بكالوريا دولية","AL QOUZ SECOND","القوز الثانية",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/500721T.jpg","https://www.khda.gov.ae/SchoolImage/500721S.jpg","https://www.khda.gov.ae/SchoolImage/500721L.jpg","https://www.khda.gov.ae/SchoolImage/500721MS.jpg","AIA Dubai Building","","","045806999","","","www.aiadubai.com","principalaia@aiadubai.com","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114007","",""
"401","1","Ambassador School","مدرسة امباسادور","25.24589900000000000000","55.28840600000000000000","2010-04-07T00:00:00","Very good","جيد جدا","2023-2024","  Indian","  هندي","MANKHOOL","منخول",null,"#f9db01","https://www.khda.gov.ae/SchoolImage/401T.jpg","https://www.khda.gov.ae/SchoolImage/401S.jpg","https://www.khda.gov.ae/SchoolImage/401L.jpg","https://www.khda.gov.ae/SchoolImage/401MS.jpg","317-278","317-278","126924","97143983535","","","www.ambassadorschool.com","principalasd@ambassadorschool.com","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109356","",""
"130","1","American Academy for Girls","الاكاديمية الأمريكية للبنات","25.23838600000000000000","55.42867500000000000000","2005-10-15T00:00:00","Not inspected due to COVID 19","لم تخضع للتقييم نظراً لجائحة كوفيد 19","2023-2024","  American","  أمريكي","AL MIZHAR FIRST","المزهر الأولى",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/130T.jpg","https://www.khda.gov.ae/SchoolImage/130S.jpg","https://www.khda.gov.ae/SchoolImage/130L.jpg","https://www.khda.gov.ae/SchoolImage/130MS.jpg","262-3070","262-3070","78484","97142887250","","","www.americanacademy.ae/","principal@americanacademy.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111335","",""
"32","1","American International School","المدرسة الامريكية الدولية ش.ذ.م.م","25.28345870971680000000","55.36876296997070000000","2003-10-09T00:00:00","Good","جيد","2023-2024","  American","  أمريكي","AL QUSAIS FIRST","القصيص الأولى",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/32T.jpg","https://www.khda.gov.ae/SchoolImage/32S.jpg","https://www.khda.gov.ae/SchoolImage/32L.jpg","https://www.khda.gov.ae/SchoolImage/32MS.jpg","232-343","232-343","87727","+97142540509","","","www.aisch.ae","principal@aisschool.net","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113142","",""
"34","1","American School Dubai","المدرسة الامريكية بدبي","25.10029000000000000000","55.18218600000000000000","1973-01-12T00:00:00","Good","جيد","2023-2024","  American","  أمريكي","AL BARSHA SECOND","البرشاء الثانية",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/34T.jpg","https://www.khda.gov.ae/SchoolImage/34S.jpg","https://www.khda.gov.ae/SchoolImage/34L.jpg","https://www.khda.gov.ae/SchoolImage/34MS.jpg","373-730","373-730","71188","97143950005","","","www.asdubai.org","superintendent@asdubai.org","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=110839","",""
"15159","1","American School of Creative Science L.L.C","المدرسة الامريكية للابداع العلمي ش.ذ.م.م","0E-20","0E-20","2016-08-28T00:00:00","Good","جيد","2023-2024","  American","  أمريكي","NADD AL SHIBA SECOND","ند الشبا الثانية",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/15159T.jpg","https://www.khda.gov.ae/SchoolImage/15159S.jpg","https://www.khda.gov.ae/SchoolImage/15159L.jpg","https://www.khda.gov.ae/SchoolImage/15159MS.jpg","2","2","1","97145107000","","","https://ascs.sch.ae/nad-al-sheba/","Nura.Lafee@nas.ascs.sch.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113070","",""
"505385","1","Amity English School","مدرسة أميتي الإنجليزية دبي","25.28340911865230000000","55.36705017089840000000","2024-09-18T00:00:00","Not inspected yet","لم تخضع بعد لتقييم الرقابة","","  UK","  بريطاني","AL QUSAIS FIRST","القصيص الأولى",null,"","https://www.khda.gov.ae/SchoolImage/505385T.jpg","https://www.khda.gov.ae/SchoolImage/505385S.jpg","https://www.khda.gov.ae/SchoolImage/505385L.jpg","https://www.khda.gov.ae/SchoolImage/505385MS.jpg","AMITY SCHOOL L.L.C","","","","","","","rillescas@amity.ac.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=","",""
"152457","1","Amity School L.L.C","مدرسة اميتي ش.ذ.م.م","25.27979087829590000000","55.36653137207030000000","2017-04-02T00:00:00","Good","جيد","2023-2024","  Indian","  هندي","AL QUSAIS FIRST","القصيص الأولى",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/152457T.jpg","https://www.khda.gov.ae/SchoolImage/152457S.jpg","https://www.khda.gov.ae/SchoolImage/152457L.jpg","https://www.khda.gov.ae/SchoolImage/152457MS.jpg","Amity School, Plot # 232-0567","","236033","042041000","","","www.amityschooldubai.com","principal@amitydubai.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109211","",""
"52","1","Apple International School","مدرسة التفاحة العالمية","0E-20","0E-20","1994-10-18T00:00:00","Good","جيد","2023-2024","  UK","  بريطاني","AL QUSAIS FIRST","القصيص الأولى",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/52T.jpg","https://www.khda.gov.ae/SchoolImage/52S.jpg","https://www.khda.gov.ae/SchoolImage/52L.jpg","https://www.khda.gov.ae/SchoolImage/52MS.jpg","232-0358","232-0358","33963","042279227","","","www.apple.sch.ae","khdacoordinator_sec@apple.sch.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113136","",""
"44","1","Arab Unity School L.L.C","مدرسة الوحدة العربية ش.ذ.م.م","25.23632500000000000000","55.42992800000000000000","1975-01-12T00:00:00","Acceptable","مقبول","2023-2024","  UK","  بريطاني","AL MIZHAR FIRST","المزهر الأولى",null,"#c2c5cb","https://www.khda.gov.ae/SchoolImage/44T.jpg","https://www.khda.gov.ae/SchoolImage/44S.jpg","https://www.khda.gov.ae/SchoolImage/44L.jpg","https://www.khda.gov.ae/SchoolImage/44MS.jpg","262-590","262-590","10563","97142886226","","","www.arabunityschool.ae","principal@arabunityschool.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111078","",""
"151820","1","Arcadia British School","مدرسة أركاديا البريطانية ","0E-20","0E-20","2016-08-22T00:00:00","Not inspected due to COVID 19","لم تخضع للتقييم نظراً لجائحة كوفيد 19","2023-2024","  UK","  بريطاني","JABAL ALI FIRST","جبل علي الأولى",null,"#f9db01","https://www.khda.gov.ae/SchoolImage/151820T.jpg","https://www.khda.gov.ae/SchoolImage/151820S.jpg","https://www.khda.gov.ae/SchoolImage/151820L.jpg","https://www.khda.gov.ae/SchoolImage/151820MS.jpg","","","","97145522600","","","www.arcadia.sch.ae","principal@arcadia.sch.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114551","",""
"503416","1","Arcadia Global School","مدرسة أركاديا جلوبال ","0E-20","0E-20","2023-08-25T00:00:00","Not inspected yet","لم تخضع بعد لتقييم الرقابة","","  UK","  بريطاني","Al Furjan","الفرجان",null,"","https://www.khda.gov.ae/SchoolImage/503416T.jpg","https://www.khda.gov.ae/SchoolImage/503416S.jpg","https://www.khda.gov.ae/SchoolImage/503416L.jpg","https://www.khda.gov.ae/SchoolImage/503416MS.jpg","Arcadia Global school","","","056679058","","","www.arcadiaglobal.sch.ae","ahlam.ismail@arcadia.sch.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=","",""
"505427","1","Ash Mount School L.L.C.","مدرسة اش ماونت ش.ذ.م.م.","55.26705169677730000000","25.02736091613770000000","","Not inspected yet","لم تخضع بعد لتقييم الرقابة","","  International Baccalaureate","  بكالوريا دولية","Mudon","مدن",null,"","https://www.khda.gov.ae/SchoolImage/505427T.jpg","https://www.khda.gov.ae/SchoolImage/505427S.jpg","https://www.khda.gov.ae/SchoolImage/505427L.jpg","https://www.khda.gov.ae/SchoolImage/505427MS.jpg","6773515","","","","","","","amit.kothari@interstar.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=","",""
"501095","1","Australian International School - Dubai L.L.C","المدرسة الاسترالية الدولية - دبي ش ذ م م","25.06114959716800000000","55.23125839233400000000","2021-08-31T00:00:00","Good","جيد","2023-2024","  Australian","  أسترالي","AL BARSHA SECOND","البرشاء الثانية",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/501095T.jpg","https://www.khda.gov.ae/SchoolImage/501095S.jpg","https://www.khda.gov.ae/SchoolImage/501095L.jpg","https://www.khda.gov.ae/SchoolImage/501095MS.jpg","","","449411","971505550818","","","www.aisdubai.ae","info@aisdubai.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114070","",""
"505085","1","BC Academy International School L.L.C","مدرسة بي سي اكاديمي الدولية ذ.م.م","25.15220069885250000000","55.20640182495120000000","2024-08-30T00:00:00","Not inspected yet","لم تخضع بعد لتقييم الرقابة","","  UK","  بريطاني","UMM SUQEIM SECOND","أم سقيم الثانية",null,"","https://www.khda.gov.ae/SchoolImage/505085T.jpg","https://www.khda.gov.ae/SchoolImage/505085S.jpg","https://www.khda.gov.ae/SchoolImage/505085L.jpg","https://www.khda.gov.ae/SchoolImage/505085MS.jpg","3620827","","","","",""," https://bcacademy.ae/","info@bcacad.org","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=","",""
"1440","1","Bilingual French International School L.L.C-FZ","المدرسة الفرنسیة الدولیة ثنائیة اللغة ش.ذ.م.م-منطقة حرة ","25.15252113342290000000","55.29824066162110000000","2012-09-03T00:00:00","Not inspected due to COVID 19","لم تخضع للتقييم نظراً لجائحة كوفيد 19","2023-2024","  French","  فرنسي","Meydan City","الميدان",null,"#f9db01","https://www.khda.gov.ae/SchoolImage/1440T.jpg","https://www.khda.gov.ae/SchoolImage/1440S.jpg","https://www.khda.gov.ae/SchoolImage/1440L.jpg","https://www.khda.gov.ae/SchoolImage/1440MS.jpg","Meydan","ميدان","128437","97143708668","","","","administrator.khda@icedubai.org","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113998","",""
"502805","1","Bloom World Academy L.L.C","أكاديمية بلووم ورلد ش.ذ.م.م","5523424.00000000000000000000","2507919.00000000000000000000","2022-07-18T00:00:00","Good","جيد","2024-2025","  International Baccalaureate","  بكالوريا دولية","AL BARSHA SECOND","البرشاء الثانية",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/502805T.jpg","https://www.khda.gov.ae/SchoolImage/502805S.jpg","https://www.khda.gov.ae/SchoolImage/502805L.jpg","https://www.khda.gov.ae/SchoolImage/502805MS.jpg","School","","","","","","www.bloomworldacademy.ae","principal@bloomworldacademy.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=115691","",""
"500607","1","Bright Learners Private School L.L.C","مدرسة برايت ليرنرز الخاصة ش.ذ.م.م","25.22205924987790000000","55.39583969116210000000","2020-08-30T00:00:00","Acceptable","مقبول","2023-2024","  American","  أمريكي","AL RASHIDIYA","الراشدية",null,"#c2c5cb","https://www.khda.gov.ae/SchoolImage/500607T.jpg","https://www.khda.gov.ae/SchoolImage/500607S.jpg","https://www.khda.gov.ae/SchoolImage/500607L.jpg","https://www.khda.gov.ae/SchoolImage/500607MS.jpg","Bright Learners Private School Plot 2160572","","","","","","56A Street - Al Rashidiya - Dubai","arabic.secretary@brightlearners.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113196","",""
"152711","1","Bright Riders School","مدرسة برايت رايدرز ش.ذ.م.م","24.99975013732910000000","55.17388916015620000000","2018-04-02T00:00:00","Good","جيد","2023-2024","  Indian","  هندي","DUBAI INVESTMENT PARK FIRST","مجمع دبي للاستثمار الأول",null,"#24a5e5","https://www.khda.gov.ae/SchoolImage/152711T.jpg","https://www.khda.gov.ae/SchoolImage/152711S.jpg","https://www.khda.gov.ae/SchoolImage/152711L.jpg","https://www.khda.gov.ae/SchoolImage/152711MS.jpg","","","","048237444","","","www.brightridersdubai.com","info@brightridersdubai.com","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109208","",""
"152035","1","Brighton College Dubai L.L.C","برايتون كوليدج دبي ش.ذ.م.م","25.07917022705080000000","55.23278045654300000000","2018-09-02T00:00:00","Very good","جيد جدا","2023-2024","  UK","  بريطاني","AL BARSHA SECOND","البرشاء الثانية",null,"#f9db01","https://www.khda.gov.ae/SchoolImage/152035T.jpg","https://www.khda.gov.ae/SchoolImage/152035S.jpg","https://www.khda.gov.ae/SchoolImage/152035L.jpg","https://www.khda.gov.ae/SchoolImage/152035MS.jpg","","","","97143871111","","","www.brightoncollegedubai.ae","headmaster@brightoncollegedubai.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114027","",""
"87","1","Buds Public School","مدرسة البراعم العامة","25.24066400000000000000","55.40740800000000000000","1986-12-01T00:00:00","Acceptable","مقبول","2023-2024","  Indian","  هندي","MUHAISNAH FIRST","محيصنة الأولى",null,"#c2c5cb","https://www.khda.gov.ae/SchoolImage/87T.jpg","https://www.khda.gov.ae/SchoolImage/87S.jpg","https://www.khda.gov.ae/SchoolImage/87L.jpg","https://www.khda.gov.ae/SchoolImage/87MS.jpg","261-1175","261-1175","12861","97142888143","","","www.bpsdubai.ae","admin@budsdxb.ae","http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109150","",""
